User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U14999,43,Female,Business Owner,Android,2.4,4.0,6,6.7,8,36,5,4.0
U16751,57,Other,Business Owner,Android,7.3,7.1,3,4.3,7,12,6,10.3
U29960,18,Other,Business Owner,Android,1.3,3.7,9,8.6,5,57,2,12.2
U28857,18,Other,Student,iOS,9.8,1.3,2,8.2,9,26,5,10.2
U38912,42,Other,Professional,iOS,2.8,7.8,6,5.3,3,36,1,8.3
U5844,46,Female,Business Owner,iOS,4.5,1.8,7,9.0,7,25,2,4.3
U15770,24,Female,Student,Android,11.2,7.8,6,6.6,8,60,0,3.1
U27099,20,Female,Business Owner,Android,2.7,2.8,1,5.4,5,60,1,11.9
U34727,54,Other,Professional,iOS,10.3,7.0,4,4.2,10,26,2,4.4
U20931,37,Female,Professional,iOS,1.0,2.8,9,7.0,4,21,6,11.1
U12314,26,Female,Professional,iOS,4.3,7.0,6,7.5,2,53,3,14.0
U8294,39,Male,Business Owner,Android,7.4,7.9,9,8.8,10,47,0,11.1
U49409,34,Male,Freelancer,iOS,2.4,0.9,8,8.4,6,32,3,4.9
U22320,20,Female,Freelancer,iOS,11.0,6.9,8,8.6,4,29,3,11.9
U20487,41,Female,Freelancer,iOS,6.0,6.9,3,4.7,9,14,3,6.4
U22611,41,Female,Business Owner,iOS,2.6,7.6,2,5.7,6,13,6,11.5
U12466,45,Male,Business Owner,Android,10.0,4.4,4,4.1,2,32,4,9.6
U41513,33,Female,Freelancer,Android,11.8,6.0,6,5.7,2,40,2,3.6
U48610,31,Other,Business Owner,Android,11.7,2.8,6,6.5,10,52,2,11.2
U17673,48,Male,Professional,iOS,9.9,2.4,4,5.6,2,26,2,4.7
U8566,45,Other,Freelancer,Android,2.0,3.5,7,5.3,10,26,1,11.5
U42906,19,Other,Student,Android,11.5,1.1,1,8.9,1,45,5,2.9
U33295,26,Female,Student,Android,9.8,3.1,5,6.5,1,37,3,6.3
U12929,38,Other,Business Owner,Android,3.1,5.9,7,4.5,7,33,0,11.7
U8384,53,Female,Professional,Android,2.0,5.6,6,8.1,2,51,5,9.7
U26547,42,Other,Professional,iOS,2.7,1.7,1,5.5,4,53,4,13.5
U21161,30,Other,Student,iOS,10.8,7.7,7,4.1,5,22,3,6.5
U25332,51,Male,Student,Android,8.5,2.3,7,8.6,3,42,6,3.8
U417,20,Male,Freelancer,iOS,1.3,4.9,9,8.4,6,58,3,10.1
U38314,33,Male,Student,Android,8.5,5.8,9,6.6,1,5,1,13.9
U40759,60,Female,Freelancer,iOS,5.7,6.8,9,5.9,8,30,0,3.9
U1407,47,Other,Student,iOS,10.7,1.0,3,8.7,9,12,3,6.4
U27989,28,Male,Professional,iOS,8.7,7.1,9,6.0,1,60,6,5.3
U20658,30,Female,Student,Android,10.5,4.8,9,8.4,2,47,1,11.9
U46982,59,Other,Freelancer,iOS,8.8,7.4,8,5.6,2,34,0,8.1
U29902,37,Male,Professional,iOS,9.6,5.4,1,4.4,2,52,5,12.8
U32870,19,Female,Freelancer,Android,9.1,5.9,10,4.4,4,24,4,4.2
U21614,56,Other,Business Owner,Android,5.5,1.4,2,6.9,9,32,2,13.9
U18693,33,Female,Professional,iOS,1.9,1.1,5,5.0,3,15,6,9.4
U14463,40,Female,Business Owner,Android,8.5,1.8,1,6.0,4,59,3,9.1
U13530,22,Male,Business Owner,Android,6.8,4.2,2,7.6,4,27,5,9.6
U29805,30,Female,Professional,iOS,3.8,7.4,5,5.3,8,51,4,3.8
U1445,46,Male,Business Owner,iOS,8.3,6.1,4,6.0,7,52,4,6.9
U18219,19,Female,Professional,iOS,9.4,7.5,3,6.2,5,37,5,11.5
U45064,37,Male,Professional,iOS,3.7,3.7,5,4.6,6,46,0,3.8
U30647,36,Female,Professional,Android,7.9,6.6,7,6.5,2,47,1,9.9
U49168,60,Other,Professional,Android,4.2,5.2,9,4.0,8,31,6,3.7
U39990,44,Female,Student,Android,11.4,4.8,5,7.0,10,10,5,2.4
U44756,60,Other,Freelancer,iOS,5.0,2.5,4,8.4,5,8,1,6.7
U48346,20,Male,Professional,iOS,8.5,7.3,4,5.2,8,33,1,13.2
U42970,49,Other,Student,iOS,1.3,7.3,10,4.4,3,45,0,7.3
U20420,43,Other,Professional,iOS,8.7,7.6,6,7.8,3,29,3,11.3
U10897,37,Female,Freelancer,Android,3.0,4.8,5,7.0,10,54,2,6.7
U45621,20,Other,Freelancer,iOS,2.5,6.7,10,8.3,2,53,2,3.8
U36350,49,Female,Freelancer,iOS,6.6,5.0,1,6.5,5,15,1,7.1
U19313,35,Female,Freelancer,iOS,3.6,4.7,3,7.1,5,38,2,8.6
U5583,22,Female,Business Owner,Android,5.9,1.6,3,5.0,3,5,4,12.1
U6683,39,Female,Freelancer,Android,4.8,1.1,8,4.7,5,32,1,4.9
U30680,28,Male,Student,iOS,3.8,5.0,7,6.5,7,5,4,7.8
U28389,18,Female,Freelancer,iOS,2.5,1.8,9,5.7,1,36,2,12.7
U6848,20,Female,Professional,Android,9.8,7.7,1,8.1,9,49,5,5.9
U15982,43,Female,Freelancer,iOS,5.5,0.8,2,5.5,9,18,6,11.5
U33676,50,Female,Freelancer,iOS,7.4,2.8,4,6.0,4,48,0,4.2
U47504,28,Female,Freelancer,Android,3.1,1.7,10,4.7,3,47,0,2.7
U7566,27,Female,Professional,iOS,7.1,2.8,9,6.6,1,57,5,9.6
U20729,25,Male,Business Owner,iOS,9.0,0.6,2,8.0,2,30,3,5.7
U7412,48,Other,Business Owner,Android,7.7,4.7,6,7.0,4,36,6,3.4
U25355,46,Male,Business Owner,iOS,8.0,2.3,7,8.6,3,42,4,12.3
U47739,55,Other,Student,iOS,7.2,2.8,5,8.9,2,22,3,6.2
U9759,57,Male,Professional,Android,6.1,2.4,6,4.1,2,34,5,4.5
U9768,49,Female,Student,iOS,8.7,4.6,2,7.9,9,30,3,2.7
U7134,45,Male,Student,Android,6.5,4.9,10,6.6,2,46,1,7.7
U28594,55,Female,Freelancer,Android,5.0,3.7,9,7.3,3,49,0,2.9
U41210,31,Female,Business Owner,iOS,2.6,4.8,7,7.8,7,19,4,6.2
U23112,42,Other,Freelancer,iOS,9.0,3.0,8,8.7,6,8,2,9.3
U44347,33,Other,Business Owner,Android,7.3,1.8,10,5.7,1,21,3,5.7
U22810,18,Male,Business Owner,iOS,11.3,7.4,6,8.5,10,52,2,2.1
U20508,46,Other,Student,iOS,10.1,2.8,4,7.6,10,58,0,3.2
U45706,60,Other,Freelancer,Android,11.9,7.9,2,7.2,3,31,3,13.9
U21762,40,Female,Freelancer,Android,1.1,4.1,5,5.5,2,45,4,11.2
U21496,47,Male,Student,Android,8.0,2.9,6,8.9,6,33,4,7.2
U11505,33,Male,Freelancer,Android,6.7,1.9,7,5.9,6,42,1,12.7
U32457,37,Male,Freelancer,iOS,10.0,3.7,10,5.0,9,42,6,8.4
U44210,31,Male,Freelancer,Android,10.5,7.0,2,4.5,8,45,2,8.3
U43813,27,Other,Student,iOS,4.0,3.1,10,4.0,5,43,6,4.9
U18265,27,Other,Professional,Android,9.8,5.2,1,7.9,2,15,1,8.9
U41115,31,Other,Student,iOS,11.4,3.4,3,4.4,7,24,2,2.0
U20035,47,Female,Professional,Android,4.7,4.7,1,5.3,6,10,6,5.4
U10076,30,Male,Student,iOS,10.7,2.2,4,4.3,10,41,4,9.3
U37297,23,Male,Freelancer,Android,1.4,3.4,9,7.4,9,34,2,6.4
U14277,43,Female,Student,iOS,5.1,3.6,8,7.3,1,44,6,3.9
U35781,52,Other,Professional,iOS,11.6,0.8,9,6.1,6,51,2,4.6
U16871,19,Other,Freelancer,Android,3.2,0.6,1,5.8,1,7,4,4.9
U4230,49,Other,Student,Android,11.0,0.6,2,4.6,6,51,0,10.3
U49030,56,Female,Student,Android,1.3,3.0,8,7.2,5,32,6,3.0
U168,51,Female,Student,Android,3.9,0.6,2,8.8,3,55,3,8.7
U14447,26,Male,Freelancer,iOS,4.8,6.1,8,8.0,2,11,0,4.1
U36717,48,Female,Freelancer,Android,10.9,2.8,8,5.4,8,12,2,5.2
U36165,60,Other,Business Owner,Android,3.5,2.4,8,5.6,2,21,1,5.8
U14474,27,Male,Business Owner,Android,11.5,5.8,8,7.7,3,49,2,7.6
U44427,59,Other,Business Owner,Android,6.5,6.0,8,6.2,6,38,1,2.4
U46117,39,Other,Professional,Android,9.3,3.6,9,5.4,4,40,0,9.4
U30626,46,Female,Business Owner,Android,3.8,1.5,6,5.9,5,50,6,3.2
U9961,60,Other,Student,iOS,1.1,6.4,7,5.8,8,27,6,4.8
U38723,53,Male,Student,iOS,8.7,1.0,3,6.6,4,46,0,13.3
U28345,52,Female,Business Owner,Android,6.6,7.1,1,8.8,8,37,6,2.3
U16438,24,Female,Student,Android,3.7,3.0,8,5.8,6,44,4,7.6
U8854,41,Male,Student,iOS,1.9,4.3,1,6.8,2,23,6,13.5
U17364,44,Male,Business Owner,iOS,11.4,3.4,9,4.5,5,40,4,6.0
U4581,60,Other,Student,Android,2.1,4.4,3,6.0,2,15,4,10.4
U47304,49,Male,Business Owner,iOS,8.8,6.4,5,8.6,3,24,2,4.4
U44680,27,Other,Business Owner,iOS,1.6,6.9,9,8.4,6,16,1,10.4
U15193,50,Male,Freelancer,Android,2.4,7.6,3,5.6,7,60,5,3.9
U31448,21,Other,Business Owner,Android,8.8,1.5,5,7.1,3,31,5,9.7
U5526,55,Female,Professional,iOS,8.0,0.6,2,5.2,6,20,3,13.9
U39228,39,Other,Freelancer,Android,5.3,6.7,10,5.8,4,56,0,11.5
U3468,26,Other,Business Owner,Android,11.9,5.8,2,4.5,9,25,1,4.4
U15074,40,Male,Student,iOS,11.5,6.0,6,4.2,5,46,5,11.7
U48706,36,Other,Professional,iOS,3.7,1.7,7,5.2,5,38,4,7.9
U13610,42,Female,Student,iOS,2.7,5.4,3,8.1,2,5,4,2.2
U18786,27,Male,Student,iOS,3.3,5.0,10,8.1,10,5,6,11.4
U39758,39,Male,Freelancer,Android,5.0,4.7,10,4.5,8,9,1,8.1
U24217,18,Other,Professional,Android,6.5,4.6,10,6.8,3,57,4,6.1
U33986,38,Male,Professional,iOS,10.9,7.3,9,7.6,9,56,4,6.7
U11626,27,Female,Business Owner,iOS,2.4,5.7,8,4.6,8,40,1,12.4
U12137,54,Female,Professional,iOS,3.4,1.4,10,4.1,4,21,5,8.1
U12629,19,Male,Freelancer,iOS,5.9,4.3,4,8.6,10,48,1,2.9
U28348,23,Female,Freelancer,iOS,2.4,0.6,3,8.6,4,43,5,6.7
U43512,50,Female,Student,Android,5.6,7.2,6,8.3,1,52,4,2.6
U5873,53,Male,Professional,iOS,4.2,2.2,9,8.0,8,39,5,6.4
U48244,21,Female,Business Owner,Android,3.8,2.9,9,8.1,7,49,6,5.0
U33982,44,Female,Student,iOS,2.2,3.2,9,7.8,10,8,1,5.5
U31261,50,Other,Business Owner,iOS,3.2,7.5,2,7.2,7,46,6,5.5
U12293,30,Other,Freelancer,iOS,6.3,2.9,3,7.1,9,49,5,5.0
U42287,56,Female,Freelancer,Android,5.9,7.2,10,6.9,4,13,1,13.5
U13665,57,Male,Professional,Android,10.2,6.9,9,7.0,2,18,2,10.8
U12951,18,Female,Student,Android,1.6,4.4,10,8.8,3,22,6,8.0
U31757,20,Other,Business Owner,iOS,4.0,5.5,1,4.8,8,53,2,12.5
U14514,56,Male,Business Owner,Android,1.7,1.0,5,4.8,6,13,1,12.4
U20458,25,Female,Business Owner,Android,6.9,4.5,9,8.0,9,20,2,7.7
U41547,41,Male,Professional,Android,6.3,4.2,5,4.2,3,40,1,8.2
U851,30,Female,Student,iOS,9.0,1.1,4,5.6,2,12,1,13.5
U34768,52,Female,Student,Android,4.8,7.3,5,7.2,5,15,1,11.2
U24913,28,Female,Business Owner,iOS,8.5,4.2,8,5.7,10,25,1,2.8
U17970,50,Other,Student,iOS,10.1,0.6,6,4.8,2,10,1,4.7
U28377,25,Other,Student,Android,9.6,2.8,3,4.7,2,24,6,10.8
U9890,53,Female,Business Owner,iOS,10.7,2.7,8,6.4,1,45,1,7.1
U46456,39,Other,Freelancer,Android,5.8,5.3,10,6.0,5,5,4,3.4
U38500,34,Other,Professional,iOS,8.1,3.2,7,8.7,2,55,1,3.9
U16248,43,Female,Freelancer,iOS,10.9,4.8,6,6.7,6,16,4,9.5
U8787,36,Male,Student,Android,8.9,1.0,5,6.0,8,22,6,3.1
U35430,53,Female,Student,iOS,9.7,7.6,1,4.8,1,22,3,2.2
U19104,26,Female,Professional,Android,6.5,4.1,6,6.4,3,21,0,13.2
U44143,53,Other,Student,iOS,5.7,1.6,5,8.5,8,51,2,9.3
U14787,31,Female,Business Owner,iOS,2.7,7.4,8,7.9,5,44,1,8.8
U18217,33,Other,Freelancer,Android,8.0,1.5,1,7.0,7,24,2,9.0
U29737,54,Female,Student,Android,8.6,7.3,7,4.9,3,34,5,8.3
U18195,45,Other,Freelancer,Android,9.1,7.6,7,8.9,1,20,6,7.1
U42356,21,Other,Professional,iOS,8.4,6.1,3,7.5,10,45,3,2.6
U20186,60,Other,Professional,iOS,4.8,6.7,5,8.3,3,51,3,8.6
U38611,53,Other,Student,iOS,5.0,1.9,1,6.4,8,59,1,4.6
U22656,50,Female,Freelancer,Android,7.3,7.6,6,8.3,3,33,2,10.6
U31786,50,Other,Business Owner,iOS,8.4,2.8,9,7.7,5,58,5,6.1
U36667,55,Female,Freelancer,Android,10.3,3.2,8,5.6,10,11,6,13.3
U44905,21,Male,Professional,Android,3.1,0.5,4,6.9,3,34,1,5.8
U6080,38,Other,Student,Android,11.0,1.2,9,8.1,9,11,4,13.8
U15556,49,Female,Student,iOS,2.3,2.9,10,8.8,8,57,5,13.5
U48062,32,Female,Freelancer,Android,2.6,6.6,3,5.1,10,36,0,9.9
U24408,38,Male,Student,iOS,2.9,3.7,10,7.3,7,44,6,8.1
U44889,28,Other,Student,iOS,6.3,5.0,4,6.2,7,54,5,3.2
U6425,21,Male,Student,Android,2.1,6.8,5,8.8,3,7,0,10.2
U46203,31,Male,Freelancer,Android,9.6,3.7,1,7.9,5,13,0,6.9
U42285,19,Female,Student,Android,7.3,7.8,9,5.4,6,15,1,2.5
U45699,26,Other,Professional,iOS,11.0,1.0,5,5.8,3,29,6,9.5
U41461,55,Female,Business Owner,iOS,7.1,5.4,7,7.2,3,54,3,13.0
U28418,58,Female,Business Owner,iOS,6.4,1.0,6,5.0,6,56,1,3.5
U18151,34,Female,Professional,Android,8.4,7.2,6,5.5,1,5,1,11.2
U30624,27,Female,Professional,iOS,6.9,7.6,2,7.6,8,40,1,11.1
U3151,41,Other,Freelancer,Android,2.6,2.1,6,5.4,7,48,0,2.2
U18185,21,Other,Student,Android,8.5,7.9,3,5.8,2,56,6,8.2
U26731,45,Male,Business Owner,iOS,2.2,1.5,9,7.5,10,50,6,11.4
U12515,41,Male,Student,Android,10.9,4.5,9,5.7,7,9,0,10.0
U36056,35,Female,Student,Android,5.3,5.4,4,4.8,7,34,0,7.5
U40833,39,Other,Professional,Android,11.9,5.7,7,6.3,4,5,3,6.2
U34374,35,Other,Professional,Android,6.9,2.4,10,4.4,6,29,2,3.4
U45453,51,Other,Business Owner,Android,8.7,5.2,7,8.1,9,16,0,6.8
U34308,28,Male,Student,iOS,1.4,6.8,10,6.0,6,59,2,8.9
U46162,34,Other,Student,iOS,8.2,5.9,7,5.7,5,46,5,3.3
U37976,60,Male,Student,Android,1.2,3.8,4,6.7,8,12,5,7.7
U21233,24,Other,Professional,Android,10.4,5.6,4,8.8,8,41,1,12.9
U20327,26,Female,Business Owner,iOS,6.1,0.8,8,7.3,1,43,3,8.1
U27005,32,Male,Freelancer,iOS,5.1,0.8,6,5.2,10,16,0,7.0
U45594,44,Other,Student,Android,5.5,6.8,6,6.1,9,9,1,6.5
U25848,29,Male,Business Owner,iOS,6.4,6.7,2,7.2,7,44,3,3.4
U7440,29,Female,Business Owner,iOS,9.2,1.9,9,8.5,4,45,3,3.1
U37341,30,Other,Professional,iOS,2.6,7.4,2,5.0,3,42,1,13.8
U10027,30,Female,Student,iOS,9.3,7.0,8,5.8,9,59,6,11.2
U20966,58,Female,Freelancer,Android,7.7,3.2,4,8.4,2,10,5,9.9
U7285,24,Male,Business Owner,Android,5.3,7.3,9,5.8,10,41,5,12.9
U30275,60,Other,Student,iOS,9.1,4.6,4,8.7,1,41,1,11.3
U49968,18,Male,Freelancer,Android,10.6,6.6,7,4.2,3,18,6,10.6
U31159,55,Female,Freelancer,Android,11.0,5.4,9,4.1,2,25,4,5.0
U15618,44,Female,Business Owner,Android,8.9,4.3,9,4.5,10,56,0,5.3
U9619,30,Male,Business Owner,iOS,2.9,7.0,1,8.0,8,40,3,12.9
U28873,56,Other,Freelancer,iOS,8.1,2.5,6,7.9,9,55,5,2.1
U37268,21,Other,Freelancer,Android,1.4,7.2,2,7.1,3,50,5,2.7
U18811,53,Other,Professional,Android,9.5,4.2,2,5.9,9,56,2,12.2
U32954,44,Other,Business Owner,iOS,5.2,2.3,1,6.6,10,36,5,7.7
U29894,28,Female,Business Owner,Android,2.5,4.1,7,6.0,5,55,5,6.5
U32505,41,Female,Business Owner,iOS,7.0,1.1,1,8.8,4,42,1,11.5
U27732,50,Male,Student,iOS,10.4,7.3,4,4.6,10,14,1,10.7
U31314,60,Male,Student,Android,2.9,4.5,2,6.6,9,22,6,12.6
U31845,60,Female,Business Owner,iOS,7.0,5.7,3,8.6,9,47,1,8.9
U4274,43,Other,Freelancer,iOS,11.7,6.9,8,4.5,2,10,2,2.8
U47404,35,Female,Professional,Android,3.7,7.3,9,6.9,8,37,2,10.5
U23362,51,Other,Student,iOS,4.2,5.6,9,5.1,10,47,0,8.9
U2323,50,Female,Business Owner,Android,4.3,5.3,10,8.2,2,20,6,9.9
U14973,34,Other,Freelancer,Android,11.9,5.2,3,8.2,10,18,0,8.7
U16452,18,Other,Student,iOS,7.8,5.6,3,6.1,2,41,4,11.8
U14546,23,Other,Freelancer,iOS,9.0,1.3,2,6.3,3,51,6,13.2
U19314,29,Female,Student,iOS,4.2,1.1,1,4.5,5,39,3,6.7
U23671,26,Female,Business Owner,iOS,7.1,3.7,3,5.4,8,36,1,4.0
U37050,28,Other,Business Owner,iOS,7.6,2.1,10,8.2,10,45,5,10.8
U45913,18,Other,Professional,iOS,2.7,7.0,7,8.6,9,5,1,11.4
U26320,35,Other,Student,Android,3.8,5.8,3,4.2,9,42,3,10.2
U33922,29,Other,Student,Android,2.8,0.8,9,5.7,8,32,5,6.1
U6323,19,Other,Business Owner,iOS,1.0,1.1,4,6.2,4,18,0,7.7
U466,35,Female,Freelancer,iOS,9.1,3.2,6,4.4,9,16,6,2.1
U3254,29,Other,Student,iOS,3.5,4.0,3,4.5,4,14,3,3.9
U10987,49,Male,Freelancer,Android,4.7,1.7,6,5.5,7,29,5,11.4
U14751,60,Male,Professional,Android,5.6,2.2,6,6.7,2,17,6,4.7
U14785,53,Other,Professional,Android,8.3,1.6,3,9.0,8,23,1,6.9
U565,57,Male,Student,iOS,3.8,3.5,3,8.9,10,31,6,5.3
U43127,31,Male,Professional,iOS,9.1,5.1,9,7.0,9,56,5,11.1
U12725,37,Male,Freelancer,iOS,1.1,1.0,9,5.3,7,45,6,6.7
U33808,37,Male,Freelancer,Android,6.3,5.9,1,7.9,3,40,1,12.5
U7299,55,Male,Freelancer,iOS,11.8,5.2,2,5.8,3,47,1,4.0
U25389,33,Other,Student,Android,5.9,2.2,10,8.4,3,47,3,13.0
U19686,36,Male,Business Owner,iOS,6.8,7.8,8,8.7,4,12,2,13.6
U34489,50,Male,Business Owner,iOS,7.2,1.8,5,6.9,2,8,6,12.5
U37828,59,Male,Professional,iOS,2.0,1.1,4,8.1,5,35,0,12.1
U3594,21,Female,Freelancer,Android,3.2,4.0,5,4.7,2,58,3,12.1
U12401,47,Male,Business Owner,Android,9.4,7.0,5,6.1,4,59,2,3.2
U29940,36,Female,Business Owner,Android,8.3,1.6,1,4.5,4,51,6,7.7
U24855,54,Male,Student,iOS,2.5,3.6,8,5.5,4,59,3,2.8
U21776,52,Female,Student,Android,4.0,5.7,4,9.0,3,59,1,11.7
U38919,49,Male,Business Owner,Android,9.6,3.8,8,5.2,9,9,6,4.4
U7526,26,Male,Freelancer,Android,4.6,6.3,6,4.5,3,21,5,6.7
U8902,35,Other,Professional,iOS,8.3,1.4,3,8.7,2,55,0,3.7
U24779,33,Female,Student,iOS,11.3,3.8,3,5.9,7,30,2,7.9
U40304,60,Female,Student,iOS,9.3,3.3,5,4.4,2,33,1,9.5
U39666,60,Other,Freelancer,Android,1.0,7.3,3,4.4,7,55,6,8.3
U31513,47,Male,Professional,iOS,11.0,6.5,8,7.3,6,53,2,7.6
U26723,47,Male,Student,Android,10.9,7.7,7,7.5,7,43,6,2.1
U11905,40,Male,Freelancer,iOS,6.9,3.8,8,7.3,5,16,2,11.0
U32150,25,Other,Student,iOS,3.9,7.3,4,4.5,2,16,2,8.4
U48832,60,Male,Student,iOS,8.4,7.8,8,6.3,10,37,0,8.5
U21258,55,Male,Student,iOS,11.2,3.6,1,5.8,6,34,4,2.5
U43773,49,Other,Student,iOS,10.2,3.5,2,5.1,3,24,5,3.6
U42847,25,Male,Business Owner,iOS,9.4,5.7,4,7.8,2,60,4,4.6
U32749,23,Male,Business Owner,iOS,3.9,5.0,5,4.2,9,39,0,10.3
U34536,48,Female,Business Owner,Android,8.3,2.3,6,7.4,3,29,1,9.6
U31921,59,Other,Professional,Android,7.5,3.0,9,6.8,7,21,6,3.0
U34537,35,Other,Student,iOS,11.2,4.4,7,4.9,9,16,0,5.3
U9074,45,Male,Business Owner,Android,3.3,8.0,10,8.3,1,19,2,12.3
U2339,56,Female,Professional,iOS,1.1,6.9,2,6.9,3,23,1,14.0
U17027,20,Other,Business Owner,Android,1.5,6.7,1,7.7,5,32,2,3.0
U20215,45,Female,Professional,iOS,7.2,6.0,5,6.9,9,10,0,8.7
U10993,60,Female,Business Owner,Android,7.7,3.9,10,7.4,7,24,6,6.8
U16340,54,Male,Business Owner,Android,9.9,5.6,9,6.3,2,48,1,10.1
U49127,32,Female,Student,Android,6.8,4.0,9,5.3,9,38,2,9.1
U42628,18,Female,Freelancer,Android,1.7,2.8,3,8.6,1,12,6,3.0
U43377,60,Male,Business Owner,Android,9.6,7.4,7,7.5,9,60,2,11.1
U7271,42,Male,Professional,iOS,8.6,1.2,3,7.4,10,59,2,2.2
U26458,30,Male,Business Owner,Android,7.0,5.7,9,7.0,4,14,1,7.0
U16282,32,Female,Professional,Android,10.4,1.5,6,8.8,4,20,3,9.8
U8727,38,Male,Freelancer,iOS,3.9,6.0,10,5.2,4,33,4,8.5
U24193,27,Male,Business Owner,Android,11.7,4.2,2,9.0,10,6,6,5.2
U29728,36,Male,Student,Android,7.0,4.3,2,5.7,6,21,5,4.3
U1567,60,Other,Business Owner,iOS,8.9,6.7,4,4.1,4,34,2,2.9
U43977,31,Male,Freelancer,Android,9.1,4.9,7,8.1,3,58,0,11.6
U11754,41,Male,Student,Android,11.1,5.6,2,6.5,6,22,3,4.7
U37023,40,Other,Business Owner,iOS,4.5,2.4,9,5.9,8,45,5,9.2
U34921,30,Other,Professional,iOS,7.4,5.4,2,6.3,1,45,6,10.9
U13366,32,Male,Student,iOS,6.8,3.3,8,4.3,6,20,5,12.1
U37399,24,Male,Freelancer,Android,9.6,1.5,6,9.0,2,28,2,3.8
U36169,31,Female,Business Owner,iOS,12.0,1.5,8,6.5,10,26,3,13.2
U12426,39,Male,Student,Android,11.8,0.6,5,6.9,1,19,1,6.9
U645,48,Other,Professional,Android,11.6,6.8,10,8.7,1,46,1,2.6
U1040,46,Other,Freelancer,Android,11.7,3.8,3,4.6,4,45,5,10.8
U28077,29,Female,Business Owner,Android,7.7,2.3,4,6.6,9,57,2,13.5
U11215,34,Male,Freelancer,Android,9.8,5.5,5,6.0,7,39,6,13.4
U333,54,Male,Business Owner,iOS,5.0,0.9,4,4.4,1,37,3,6.3
U6484,58,Male,Student,Android,8.4,6.6,5,5.1,3,36,0,6.2
U45639,38,Female,Freelancer,Android,11.6,0.7,2,6.7,6,5,0,7.3
U32733,35,Female,Business Owner,Android,11.6,1.4,7,7.5,5,37,6,9.0
U8179,30,Female,Business Owner,iOS,8.9,3.3,10,8.5,2,34,1,3.0
U16759,18,Male,Business Owner,iOS,11.3,2.8,10,4.7,2,22,0,3.2
U47722,27,Female,Professional,iOS,10.0,6.4,3,8.3,9,25,3,3.7
U33288,52,Other,Professional,Android,5.0,6.4,6,4.7,9,31,4,9.6
U45683,51,Male,Freelancer,iOS,3.0,7.7,7,5.0,2,13,4,8.8
U47934,37,Male,Student,iOS,10.9,2.4,10,6.2,10,30,5,3.2
U35573,20,Male,Business Owner,Android,4.4,4.9,1,7.3,1,17,3,3.5
U28810,33,Female,Business Owner,iOS,5.4,2.6,9,7.6,3,20,1,11.9
U20362,47,Male,Business Owner,iOS,5.9,6.3,8,8.6,9,18,6,7.7
U4450,31,Female,Professional,Android,1.6,1.1,10,8.9,5,30,4,8.7
U47535,44,Male,Business Owner,Android,9.9,4.9,10,7.3,8,58,2,8.2
U18204,57,Female,Business Owner,iOS,8.2,6.3,10,8.7,9,34,1,12.7
U18727,23,Female,Professional,Android,10.9,6.6,7,6.0,6,38,0,2.5
U28132,51,Male,Professional,iOS,11.7,1.8,4,8.8,2,54,1,13.2
U12916,58,Female,Professional,Android,6.4,2.1,4,8.5,10,8,6,2.3
U46304,54,Male,Student,iOS,4.8,4.9,5,8.1,1,7,3,7.1
U39062,32,Female,Freelancer,iOS,4.5,5.5,9,7.9,10,8,0,7.8
U15510,46,Female,Professional,iOS,7.2,4.5,1,7.6,2,44,2,4.4
U16422,29,Male,Freelancer,iOS,5.7,3.6,7,7.1,3,28,5,6.4
U2575,25,Male,Business Owner,iOS,8.1,5.4,7,5.1,6,6,4,7.2
U38351,38,Other,Freelancer,Android,9.7,1.1,8,6.3,3,27,2,8.4
U34003,37,Other,Student,Android,10.4,3.7,8,6.0,3,23,6,5.2
U10601,49,Other,Freelancer,Android,11.0,6.9,10,5.9,10,51,1,10.7
U6937,43,Male,Freelancer,iOS,4.1,5.9,8,4.5,4,27,3,8.8
U34097,20,Male,Business Owner,iOS,6.2,1.4,3,8.6,3,39,2,7.0
U38823,57,Other,Professional,Android,11.6,1.6,9,4.6,10,30,4,13.2
U30889,28,Male,Business Owner,iOS,5.3,6.2,10,8.7,5,39,1,4.0
U1499,35,Other,Professional,Android,10.6,7.4,1,4.6,8,44,5,2.9
U29446,58,Male,Student,iOS,2.0,1.4,4,6.1,3,31,6,7.4
U29518,52,Other,Business Owner,Android,5.7,1.7,10,4.8,7,42,2,11.7
U32132,49,Other,Professional,iOS,6.6,2.3,10,4.6,6,35,3,12.0
U31915,23,Female,Professional,iOS,9.8,7.4,3,8.4,1,28,1,8.1
U20538,19,Female,Freelancer,iOS,1.5,5.9,9,6.4,9,38,3,4.5
U31680,49,Other,Freelancer,iOS,4.9,2.4,6,6.7,8,52,1,13.9
U28407,42,Female,Professional,iOS,1.6,5.7,9,4.9,8,9,2,2.0
U49271,45,Male,Professional,iOS,3.7,1.2,9,4.1,10,45,5,3.6
U47069,30,Other,Student,Android,6.5,1.4,3,8.4,7,46,3,12.2
U28692,19,Male,Freelancer,iOS,11.4,5.2,5,5.8,1,33,1,11.6
U48330,44,Female,Business Owner,Android,8.2,3.4,7,7.3,7,13,6,4.7
U41821,43,Other,Freelancer,Android,4.9,7.0,10,4.7,3,7,6,13.1
